department,funding,year,gdp,funding_gdp_ratio,total_funding
HHS,35276000000.0,2006,13685000000000.0,0.0025777128242601387,199429000000.0
Interior,779000000.0,2006,13685000000000.0,5.692363902082572e-05,199429000000.0
NASA,13750000000.0,2006,13685000000000.0,0.0010047497259773476,199429000000.0
NIH,33780000000.0,2006,13685000000000.0,0.0024683960540738035,199429000000.0
NSF,5092000000.0,2006,13685000000000.0,0.00037208622579466567,199429000000.0
Other,1325000000.0,2006,13685000000000.0,9.682133723054439e-05,199429000000.0
USDA,2968000000.0,2006,13685000000000.0,0.00021687979539641945,199429000000.0
VA,937000000.0,2006,13685000000000.0,6.846912678114724e-05,199429000000.0
DHS,1181000000.0,2007,14323000000000.0,8.245479299029533e-05,201827000000.0
DOC,1271000000.0,2007,14323000000000.0,8.873839279480556e-05,201827000000.0
DOD,93645000000.0,2007,14323000000000.0,0.006538085596592892,201827000000.0
DOE,10709000000.0,2007,14323000000000.0,0.0007476785589611115,201827000000.0
DOT,909000000.0,2007,14323000000000.0,6.346435802555331e-05,201827000000.0
EPA,660000000.0,2007,14323000000000.0,4.6079731899741677e-05,201827000000.0
HHS,35108000000.0,2007,14323000000000.0,0.0024511624659638346,201827000000.0
Interior,767000000.0,2007,14323000000000.0,5.355023388954828e-05,201827000000.0
NASA,13727000000.0,2007,14323000000000.0,0.0009583886057390211,201827000000.0
NIH,33602000000.0,2007,14323000000000.0,0.0023460168959016964,201827000000.0
NSF,5262000000.0,2007,14323000000000.0,0.00036738113523703133,201827000000.0
Other,1319000000.0,2007,14323000000000.0,9.208964602387768e-05,201827000000.0
USDA,2696000000.0,2007,14323000000000.0,0.00018822872303288416,201827000000.0
VA,971000000.0,2007,14323000000000.0,6.77930601131048e-05,201827000000.0
DHS,1155000000.0,2008,14752000000000.0,7.829446854663775e-05,200857000000.0
DOC,1379000000.0,2008,14752000000000.0,9.347885032537961e-05,200857000000.0
DOD,94247000000.0,2008,14752000000000.0,0.006388760845986985,200857000000.0
DOE,11343000000.0,2008,14752000000000.0,0.0007689126898047722,200857000000.0
DOT,1016000000.0,2008,14752000000000.0,6.887201735357917e-05,200857000000.0
EPA,636000000.0,2008,14752000000000.0,4.311279826464208e-05,200857000000.0
HHS,33964000000.0,2008,14752000000000.0,0.002302331887201735,200857000000.0
Interior,794000000.0,2008,14752000000000.0,5.3823210412147507e-05,200857000000.0
NASA,12985000000.0,2008,14752000000000.0,0.0008802196312364425,200857000000.0
NIH,33130000000.0,2008,14752000000000.0,0.0022457971800433837,200857000000.0
NSF,5233000000.0,2008,14752000000000.0,0.0003547315618221258,200857000000.0
Other,1238000000.0,2008,14752000000000.0,8.392082429501085e-05,200857000000.0
USDA,2708000000.0,2008,14752000000000.0,0.00018356832971800434,200857000000.0
VA,1029000000.0,2008,14752000000000.0,6.975325379609545e-05,200857000000.0
DHS,1258000000.0,2009,14415000000000.0,8.727020464793618e-05,201275000000.0
DOC,1594000000.0,2009,14415000000000.0,0.00011057925771765523,201275000000.0
DOD,93527000000.0,2009,14415000000000.0,0.0064881720430107525,201275000000.0
DOE,11823000000.0,2009,14415000000000.0,0.0008201873048907388,201275000000.0
DOT,1062000000.0,2009,14415000000000.0,7.36732570239334e-05,201275000000.0
EPA,646000000.0,2009,14415000000000.0,4.4814429413805066e-05,201275000000.0
HHS,35649000000.0,2009,14415000000000.0,0.0024730489073881375,201275000000.0
Interior,805000000.0,2009,14415000000000.0,5.584460631286854e-05,201275000000.0
NASA,10087000000.0,2009,14415000000000.0,0.0006997571973638571,201275000000.0
NIH,34150000000.0,2009,14415000000000.0,0.0023690600069372183,201275000000.0
NSF,5472000000.0,2009,14415000000000.0,0.00037960457856399583,201275000000.0
Other,1323000000.0,2009,14415000000000.0,9.177939646201874e-05,201275000000.0
USDA,2797000000.0,2009,14415000000000.0,0.00019403399236906,201275000000.0
VA,1082000000.0,2009,14415000000000.0,7.506070065903573e-05,201275000000.0
DHS,1009000000.0,2010,14799000000000.0,6.8180282451517e-05,204556000000.0
DOC,1521000000.0,2010,14799000000000.0,0.00010277721467666735,204556000000.0
DOD,94325000000.0,2010,14799000000000.0,0.006373741469018177,204556000000.0
DOE,12329000000.0,2010,14799000000000.0,0.0008330968308669505,204556000000.0
DOT,1221000000.0,2010,14799000000000.0,8.250557470099331e-05,204556000000.0
EPA,679000000.0,2010,14799000000000.0,4.588147847827556e-05,204556000000.0
HHS,36134000000.0,2010,14799000000000.0,0.002441651462936685,204556000000.0
Interior,883000000.0,2010,14799000000000.0,5.96661936617339e-05,204556000000.0
NASA,10538000000.0,2010,14799000000000.0,0.0007120751402121765,204556000000.0
NIH,34348000000.0,2010,14799000000000.0,0.0023209676329481723,204556000000.0
NSF,6135000000.0,2010,14799000000000.0,0.00041455503750253395,204556000000.0
Other,1287000000.0,2010,14799000000000.0,8.69653354956416e-05,204556000000.0
USDA,2971000000.0,2010,14799000000000.0,0.00020075680789242517,204556000000.0
VA,1176000000.0,2010,14799000000000.0,7.94648287046422e-05,204556000000.0
DHS,848000000.0,2011,15379000000000.0,5.514012614604331e-05,194256000000.0
DOC,1357000000.0,2011,15379000000000.0,8.823720658040185e-05,194256000000.0
DOD,88220000000.0,2011,15379000000000.0,0.005736393783731062,194256000000.0
DOE,11902000000.0,2011,15379000000000.0,0.0007739124780544898,194256000000.0
DOT,1064000000.0,2011,15379000000000.0,6.918525261720528e-05,194256000000.0
EPA,649000000.0,2011,15379000000000.0,4.220040314714871e-05,194256000000.0
HHS,34773000000.0,2011,15379000000000.0,0.0022610702906560895,194256000000.0
Interior,844000000.0,2011,15379000000000.0,5.488003121139216e-05,194256000000.0
NASA,10147000000.0,2011,15379000000000.0,0.0006597958254762989,194256000000.0
NIH,33265000000.0,2011,15379000000000.0,0.002163014500292607,194256000000.0
NSF,6127000000.0,2011,15379000000000.0,0.0003984004161518954,194256000000.0
Other,1129000000.0,2011,15379000000000.0,7.341179530528644e-05,194256000000.0
USDA,2637000000.0,2011,15379000000000.0,0.00017146758566876911,194256000000.0
VA,1294000000.0,2011,15379000000000.0,8.414071135964627e-05,194256000000.0
DHS,527000000.0,2012,16027000000000.0,3.288201160541586e-05,188944000000.0
DOC,1373000000.0,2012,16027000000000.0,8.566793535908155e-05,188944000000.0
DOD,81543000000.0,2012,16027000000000.0,0.0050878517501715854,188944000000.0
DOE,11839000000.0,2012,16027000000000.0,0.0007386909590066762,188944000000.0
DOT,1007000000.0,2012,16027000000000.0,6.283147189118362e-05,188944000000.0
EPA,622000000.0,2012,16027000000000.0,3.8809508953640734e-05,188944000000.0
HHS,34360000000.0,2012,16027000000000.0,0.0021438821987895427,188944000000.0
Interior,898000000.0,2012,16027000000000.0,5.60304486179572e-05,188944000000.0
NASA,12391000000.0,2012,16027000000000.0,0.0007731328383353092,188944000000.0
NIH,32865000000.0,2012,16027000000000.0,0.002050602108941162,188944000000.0
NSF,6248000000.0,2012,16027000000000.0,0.00038984214138641044,188944000000.0
Other,1448000000.0,2012,16027000000000.0,9.034753852873276e-05,188944000000.0
USDA,2553000000.0,2012,16027000000000.0,0.0001592936918949273,188944000000.0
VA,1270000000.0,2012,16027000000000.0,7.924128033942722e-05,188944000000.0
DHS,737000000.0,2013,16516000000000.0,4.4623395495277305e-05,172121000000.0
DOC,1397000000.0,2013,16516000000000.0,8.458464519254056e-05,172121000000.0
DOD,70583000000.0,2013,16516000000000.0,0.004273613465730201,172121000000.0
DOE,11528000000.0,2013,16516000000000.0,0.0006979898280455317,172121000000.0
DOT,881000000.0,2013,16516000000000.0,5.334221361104384e-05,172121000000.0
EPA,570000000.0,2013,16516000000000.0,3.451198837490918e-05,172121000000.0
HHS,32095000000.0,2013,16516000000000.0,0.0019432671348994914,172121000000.0
Interior,846000000.0,2013,16516000000000.0,5.122305643012836e-05,172121000000.0
NASA,11845000000.0,2013,16516000000000.0,0.0007171833373698232,172121000000.0
NIH,30522000000.0,2013,16516000000000.0,0.0018480261564543473,172121000000.0
NSF,5739000000.0,2013,16516000000000.0,0.0003474812303221119,172121000000.0
Other,1846000000.0,2013,16516000000000.0,0.00011177040445628481,172121000000.0
USDA,2279000000.0,2013,16516000000000.0,0.00013798740615161056,172121000000.0
VA,1253000000.0,2013,16516000000000.0,7.586582707677403e-05,172121000000.0
DHS,1092000000.0,2014,17244000000000.0,6.332637439109256e-05,175383000000.0
DOC,1641000000.0,2014,17244000000000.0,9.516353514265832e-05,175383000000.0
DOD,70341000000.0,2014,17244000000000.0,0.004079157967988866,175383000000.0
DOE,12686000000.0,2014,17244000000000.0,0.0007356761772210624,175383000000.0
DOT,843000000.0,2014,17244000000000.0,4.888656924147529e-05,175383000000.0
EPA,569000000.0,2014,17244000000000.0,3.299698445836233e-05,175383000000.0
HHS,32438000000.0,2014,17244000000000.0,0.001881118070053352,175383000000.0
Interior,889000000.0,2014,17244000000000.0,5.15541637671074e-05,175383000000.0
NASA,12432000000.0,2014,17244000000000.0,0.000720946416144746,175383000000.0
NIH,30938000000.0,2014,17244000000000.0,0.0017941312920436094,175383000000.0
NSF,6135000000.0,2014,17244000000000.0,0.0003557759220598469,175383000000.0
Other,1697000000.0,2014,17244000000000.0,9.84110415216887e-05,175383000000.0
USDA,2517000000.0,2014,17244000000000.0,0.00014596381350034793,175383000000.0
VA,1165000000.0,2014,17244000000000.0,6.755973092090003e-05,175383000000.0
DHS,960000000.0,2015,17983000000000.0,5.3383751320691764e-05,174608000000.0
DOC,1596000000.0,2015,17983000000000.0,8.875048657065005e-05,174608000000.0
DOD,69522000000.0,2015,17983000000000.0,0.0038659845409553468,174608000000.0
DOE,15033000000.0,2015,17983000000000.0,0.0008359561808374576,174608000000.0
DOT,926000000.0,2015,17983000000000.0,5.1493076794750595e-05,174608000000.0
EPA,544000000.0,2015,17983000000000.0,3.0250792415058667e-05,174608000000.0
HHS,31537000000.0,2015,17983000000000.0,0.0017537118389590169,174608000000.0
Interior,903000000.0,2015,17983000000000.0,5.021409108602569e-05,174608000000.0
NASA,11927000000.0,2015,17983000000000.0,0.0006632375020853028,174608000000.0
NIH,30046000000.0,2015,17983000000000.0,0.0016708002001890674,174608000000.0
NSF,6260000000.0,2015,17983000000000.0,0.0003481065450703442,174608000000.0
Other,1558000000.0,2015,17983000000000.0,8.663737974753934e-05,174608000000.0
USDA,2565000000.0,2015,17983000000000.0,0.00014263471055997332,174608000000.0
VA,1231000000.0,2015,17983000000000.0,6.845353945392872e-05,174608000000.0
DHS,602000000.0,2016,18470000000000.0,3.2593394694098535e-05,185885000000.0
DOC,1730000000.0,2016,18470000000000.0,9.36654033567948e-05,185885000000.0
DOD,75213000000.0,2016,18470000000000.0,0.004072171088251218,185885000000.0
DOE,15504000000.0,2016,18470000000000.0,0.0008394152680021656,185885000000.0
DOT,910000000.0,2016,18470000000000.0,4.9269085002707095e-05,185885000000.0
EPA,530000000.0,2016,18470000000000.0,2.8695181375203033e-05,185885000000.0
HHS,33121000000.0,2016,18470000000000.0,0.0017932322685435841,185885000000.0
Interior,1005000000.0,2016,18470000000000.0,5.441256090958311e-05,185885000000.0
NASA,13713000000.0,2016,18470000000000.0,0.0007424472116946399,185885000000.0
NIH,31675000000.0,2016,18470000000000.0,0.001714943151055766,185885000000.0
NSF,6222000000.0,2016,18470000000000.0,0.00033687060097455334,185885000000.0
Other,1653000000.0,2016,18470000000000.0,8.949648077964266e-05,185885000000.0
USDA,2745000000.0,2016,18470000000000.0,0.00014861938278289117,185885000000.0
VA,1262000000.0,2016,18470000000000.0,6.832701678397402e-05,185885000000.0
DHS,735000000.0,2017,19177000000000.0,3.8327162747040725e-05,163606000000.0
DOC,1824000000.0,2017,19177000000000.0,9.5113938572248e-05,163606000000.0
DOD,51862000000.0,2017,19177000000000.0,0.002704385461751056,163606000000.0
DOE,15032000000.0,2017,19177000000000.0,0.0007838556604265526,163606000000.0
DOT,936000000.0,2017,19177000000000.0,4.880846847786411e-05,163606000000.0
EPA,506000000.0,2017,19177000000000.0,2.6385774625853888e-05,163606000000.0
HHS,34758000000.0,2017,19177000000000.0,0.0018124837044376076,163606000000.0
Interior,955000000.0,2017,19177000000000.0,4.979923867132502e-05,163606000000.0
NASA,12361000000.0,2017,19177000000000.0,0.0006445742295458101,163606000000.0
NIH,33052000000.0,2017,19177000000000.0,0.0017235229702247483,163606000000.0
NSF,6040000000.0,2017,19177000000000.0,0.00031496062992125983,163606000000.0
Other,1553000000.0,2017,19177000000000.0,8.098242686551599e-05,163606000000.0
USDA,2625000000.0,2017,19177000000000.0,0.00013688272409657402,163606000000.0
VA,1367000000.0,2017,19177000000000.0,7.128330812953017e-05,163606000000.0
